text,label,topic
Merci 👏,0,nothing
"Bonjour Olivier, Merci encore pour tous ses conseils sur les plantations. C'est vraiment super intéressant. Merci! Bonne journée",0,nothing
Oh la vache ! ( ok c bon je sors),0,nothing
Ne changer pas vous êtes géniale si un jour on se croise sur la route je vous ferais un petit coucou avant on avait un van Marco Polo et pas soucis de santé (on ne peux plus relever le toit) nous avons opté pour un fourgon mais on vit dedans comme avant avec très peu de chose nous partons le plus souvent possible c est la liberté ❤,0,nothing
D’accord avec toi mais chasse à court y’a pas plus de mal que chasse à tir ça n’est pas de la torture ou mal renseigne toi !,0,nothing
"Il ne faut pas s'indigner de celà quand on fait l'autruche devant des sujets sensibles concernant certaines décisions incohérentes de nos gouvernants !! Ce n'est que le début. Si Rien ne bouge,les cinq années qui viennent vont être terribles !! Concernant notre sujet principal, le potager, profitons en nous avons encore le droit de cultiver...... Eteignons tous notre télé et rallumons tous notre cerveau 😉",1,nothing
"Salut , nous ça fait 10 ans qu'on ne charrue plus pour le blé et ça marche très très bien.",0,P6
Peut ont réaliser la taille en vert sur un arbre qui ne donne pas encore où seulement un fruit( j ai un mirabelle) merci,0,nothing
"Salut, c'est Mamiejo ! Le compost de ton composteur, c'est du terreau, pas du compost. Sa dégradation s'est faite ""à froid"". Il contient donc, en théorie, bcp de graines qui ne demandent qu'à germer dans ce substrat très riche, ce n'est pas grave en soi. Pour eviter cela, il suffit de l'enfouir légèrement en le mélangeant avec la terre du jardin. Si on en a bcp, on peut en mettre partout. Si on en a peu, on le cantonne au niveau des racines des plants durant la mise en place. Le compost de plateforme peut alors être utile en complément, directement après la plantation. En effet, comme il est obtenu ""à chaud"", il ne contient plus de graines viables. Il peut donc servir ""d'écran"" aux graines aux adventices contenues dans le terreau ""à froid"". Il allège la terre mais il est mort et s'assèche vite. Il finira par se dégrader quand même assez vite en terreau dès qu'il sera à nouveau colonisé par les champignons et les bacteries, à condition d'être maintenu humide. L'idéal c'est de le recouvrir d'une fine couche de gazon frais demi séché avec du gazon pas encore monté à graine. Il apportera alors l'azote nécessaire au compost de plateforme pour lui éviter la faim d'azote provoquée par la décomposition des morceaux de bois qu'il contient encore. Par dessus, rajouter une couche de paille ou de foin, ou de gazon sec (voire les trois). Ils joueront le rôle de l'edredon en plume. Perméables à l'air, ils protègeront le sol de la battance. Ils joueront le rôle d'éponge à air et à eau. L'idéal, dans l'absolu, c'est d'installer dessous un tuyau microporeux. Là c'est le top ! Tout l'été, la paille et le foin en contact avec le sol humide se dégraderont en bon terreau ""à froid"" (carbone majoritaire) Ce sera le terreau riche directement disponible pour les semis d'automne. Dernière couche à mettre en place au printemps : le broyat fin (brf ou pas). C'est l'isolant extrême, léger, qui protègera le sol de la chaleur la plus intense et de la deshidratation (tant qu'il le pourra). Il ne faut pas non plus lui demander la lune ! Il se décomposera bien moins vite que la paille ou le foin qu'il recouvre. Il lui faudra encore tout l'hiver pour être réduit à 80 % en terreau très riche en carbone à condition de le recouvrir de qqch sinon, il lui faudra bien 2 ans. A part un peu d'urine ou de fiantes de poule ou de pigeon délayées en appoint, le sol n'aura plus besoin de rien à part de l'eau et de la chaleur douce. Les fumiers de toutes sortes, les feuilles, la cendre, les dechets verts directs seront réservés à la couche de protection finale d'automne. C'est elle qui prendra le relais pour protéger le sol du vent glacial, du gel profond et de la neige. Voilà, selon moi, la meilleure alchimie pour avoir un sol vivant ! Mais pour cela, que de travail, que de couches à juxtaposer tout au long de l'année ! On n'a rien sans rien ! Mais quel plaisir ensuite de plonger ses mains dans un sol bien vivant ! Allez, à btôt ! Mamiejo.",0,P6
"Merci pour la vidéo mais j'ai une question au sujet de ne pas prélever des plantes malades, j'ai eu le raisin avec le champignon noir et j'ai toujours lu qu'il faut le bruler, quel est ton opinion ?",0,P2
"N'empêche que c'est le meilleur gazon derrière les dunes, sur le littoral landais. Il reste vert là où tous les voisins ont leur gazon jauni. L'exemple que je donne est à Vieux Boucau.",0,nothing
J'aurais une question est ce que c'est dur de commencé d'être agriculteur sans avoir d'exploitation familiale et ni d'être dans le métier ? Par dur je sais bien que c'est pas facile mais je voudrait savoir le chemin a emprunté pour y arriver.,0,nothing
Quasiment 2h ; trop long. Ca en deviens barbant et presque sans intérêt.,1,nothing
Quel dommage la prise de son. Quand il y a du vent il existe des accessoires pour limiter les perturbations.,0,nothing
"Semis, repiquage, plantation, entretien, récolte, consommation, conservation.. Quel travail !! et quelles joies aussi ! Avec les paramètres aléatoires que sont la météo et les divers animaux qui picorent.. Encore merci !",0,nothing
"Bonjour Stéphane, Très bonne vidéo, claire et concise sans blabla superflu👍 Petite suggestion si tu as un moment, faire la même vidéo avec les pommiers/poiriers.",0,nothing
Des maraîchers m’ont dit que l’oignon arrosé se conserve moins bien dans le temps.,0,P3
Je pense que tu n'as pas mentionné l'arrosage sous serre qui peut etre problématique si tu veux planter en pleine terre ? A+,0,P3
On dirait que tu as mal au dos ?,0,nothing
Super le bio intensif ! Cest meme quelque chose qu'on peut reproduir a plus petite echelle pour son autonomie alimentaire. Merci !,0,nothing
salut a toi jai un ami agri qui lui met du colza pour faire du couvert et pour les detruire il let ces betes dans la pature,0,P6
"grave erreur , laissez le bammmm bouuuuuuu dans son pays. je quitte !",1,nothing
"Je dégage de cette chaine, je suis dégoutée!",1,nothing
Toujours un plaisir de vous retrouver !,0,nothing
#TF1,0,nothing
ils veulent notre mort tout simplement !!,0,nothing
"Bonjour, j'avais 2 questions pour ce monsieur. Comment peut-on le joindre? Très bonne vidéo !",0,nothing
Plein de mamans allaitantes sans bébés ...,0,nothing
"Salut Damien. J'en ai au Jardin. Difficile à semer je trouve, par contre Marcottes et division des racines, ça fonctionne très bien. Super en cuisine, mais que c'est long à trier ! 😅",0,nothing
"le diamètre est trop petit !!....à cause de ça, quand le remplissage se fait par un gros débit de pluie d'orage, la première cuve déborde avant d'avoir communiqué son eau aux autres cuves ….il y a donc 2 choses à faire : 1) c'est la cuve du milieux qui doit recevoir l'eau de pluie ...2) il faut 2 ou 3 petits tuyaux communicants ou un plus gros diamètre … ...mais sinon c'est un très bon système !....(peut-être qu'il faut prendre la précaution d'ajouter une crépine dans la première cuve qui va recevoir l'eau la plus sale)",1,P3
"J’ai décroché après 40min. faut dire que la dame n’aide pas. À chaque fois que l’interviewer essaie de vulgariser, elle s’empresse de complexifier pour se donner des airs. Exemple à 34min33sec : la taille par une biche d’un arbre lui permet de devenir plus fort. C’est littéralement ce qu’elle dit qq secondes avant. L’interviewer répète en disant « c’est ce qui le rend plus fort ». Bah non, il faut complexifier en disant « c’est ce qui l’amène à faire partie du grand système du vivant : la vie, l’espèce, l’individu » puis enchaine sur l’arbre qui souffre mais l’herbe aussi… Tout est confus dans sa tête. Elle cache derrière une fausse complexité son ignorance du sujet. Puis, à 35min33, après avoir affirmé que la perturbation, c’est bien, elle demande à l’interviewer de rester sur les chemins pour pas perturber et que la perturbation se fait « à certains moments de l’année en fonction de certains aspects »... WHAOUWW ! C’est comme ça tout du long. Bref, la syntropie m’a tout l’air d’être une méthode empirique et non scientifique. Impossible de reproduire l’expérience. Ou alors, on a une très mauvaise pédagogue. Il faut essayer (essai-erreur) : si ça marche, ça prouve que ça fonctionne. Si ça marche pas, bah faut réessayer autrement",1,P6
Tu es passer sur tf1,0,nothing
"Bonjour Olivier le problème de l' eau cela dépend de la région et surtout de la terre de notre potager et son orientation, et si le jardin est en pente . Il y a beaucoup d' éléments qui rendre en conte . .mon potager se trouve a Nantes en ville . Je suis protégé du vent par des bâtiments. Bonne journée et merci de tout des conseils bravo 👍",0,P3
"Trop contente d'avoir trouvé une chaîne qui nous parle d'élevage éthique et nous explique ce métier, nous les jeunes on n'y connait rien alors merci ! 😊",0,nothing
"Salut Olivier ! Maraîcher depuis 10ans je te suis depuis presque le début et qu’est-ce que c’est agréable de regarder tes vidéos, je suis jaloux et j’aimerais d’un côté avoir à m’occuper que d’un petit potager familial 😁 La grellinette c’est top mais il existe aussi un plantoir à poireaux 5 trous et très ergo aussi 👍. Et petit conseil : t’embête pas à refermé les trous, un bon arrosage par dessus avec un peu de pression et ca se bouche automatiquement 😁👍. Bonne soirée et à bientôt pour de nouvelles vidéos.",0,nothing
J'ai beau adorer la châtaigne... 15% de châtaignes c'est énorme !!! Je préfère viser une alimentation un tantinet plus variée !,0,nothing
ça remplace le bois,0,nothing
"Les gens qui raisonnent en absolu sont bêtes, l'autonomie c'est comme tout le reste dans la vie, elle est relative, tout comme dans le capitalisme on pratique un minimum de socialisme (personne ne paie la canette de coca qu'on prend dans le frigo de maman) et dans le socialisme on pratique un minimum de capitalisme (même en URSS l'état ne distribuait pas tout gratuitement et l'argent existait), en autonomie il ne s'agit pas d'être entièrement autonome, on parle d'une relative autonomie qu'on prend vis-à-vis du système étatique en cas de rupture d'approvisionnement, et en aucun cas on ne se sépare de ce qui nous approvisionne autrement, que ce soit un arbre ou un supermarché, peu importe, il a toujours été question de l'indépendance relative vis-à-vis de l'état, pas du monde en tant qu'environnement naturel ou culturel ou tout simplement les autres humains. Comme disait Cioran, essayez d'être libre et vous mourrez de faim, l'indépendance absolue ou toute autre pensée absolutiste est forcément débile, c'est pas la faute à l'autonomie, c'est la faute au manque de réflexion.",1,nothing
"C'est un bordel sans nom. L'autonomie et la sobriété sont tout-à-fait compatibles avec l'harmonie. Ici, c'est clairement le bronx partout. NB: La hache sert aussi à se maintenir en forme tout en sentant la matière. Visiblement, on préfère la facilité. La ""cabine avancée"" de ce ""survivaliste"" se fait le témoin d'un laisser-aller avéré.",1,nothing
"Oui volontiers la recette de la pâte à pizza Merci pour tous vos partages , très intéressant",0,nothing
ca tremblotte vieux😀,0,nothing
"autonomie, mais je vois bcp de matériel, lampe ect ? malgré cela vos poules savent se reproduire sans tout cela?",0,nothing
"J'aimerais avoir des témoignages de personnes ayant déjà récolté des courges hybridés, volontairement ou non ? est ce qu'elles étaient moins bonnes, moins productives ? Quelqu'un a t-il eu une bonne surprise ?",0,PRecolte
Bravo Maud... Je fais de même quand je sors en jardinerie... Faut que j évite...,0,nothing
"Ce n'est pas une histoire de mémoire mais de tropisme. Tropisme du toucher de l'extrémité de la racine. Tropisme = réaction de la plante à un facteur extérieur. Tropismes au toucher, à la lumière, à la gravité, à l'humidité, à la salinité, Un Tropisme est soit positif soit négatif Si on considère la gravité , Le tropisme est négatif pour la tige, elle pousse à l'opposé de la terre Le tropisme est positif pour la racine elle pousse en direction de la terre.",0,nothing
Je vois que de temps en temps vous arrosez par dessus... on lit et on relit partout de ne pas le faire à cause du mildiou. Pour ma part je le fais de temps en temps quand le ciel est couvert et pas trop chaud. Qu'en pensez-vous ?,0,P3
"La Ferme de Cagnolle ne peut-elle pas vendre aux AMAPS ? Dans mon village les personnes sont très satisfaites de ce système. Il va falloir se réapproprier notre liberté, sans ces élites complètement à la ramasse. Une permacultrice décroissante.",0,nothing
Le potager commence à doucement se dessiner. Attention à bien tenir compte de vos contextes. Retrouvez les graines à semer sur www.labonnegraine.com Code promo de 10% ► LBGPO1C À très vite,0,nothing
Au début je ne comprenai pas à quoi servait ce gros tuyau noir... Et en regardant bien on s'aperçoit effectivement que le tuyau est percé ... Chose que tu n'a pas précisé dans cette video,0,nothing
"Dans le Maine-et-Loire, superbe récolte cette année. Un pied de chayotte et une centaine de fruits .",0,PRecolte
"C 'est l' inconvénient du "" terrain pas cher "" oui,",0,nothing
Encore bravo ☀️🌲,0,nothing
Elle est modifier génétiquement,0,nothing
Bravo 👍merci pour l'info 😉,0,nothing
"agréable promenade, en voilà une bonne résolution de rentrée :)",0,nothing
Bonjour Merci de toutes vos vidéos...extraordinaireeee J'aurai voulu connaître votre ressenti sur les bielfelder ? Et savoir si vous avez une bonne adresse pour acheter des oeufs fécondés Merci,0,nothing
"Bonjour, je suis vraiment admirative de vos compétences. J'ai tenté de faire des boutures de néflier cet automne qui étaient bien parties au mois d'avril mais elles viennent de se faner, les feuilles devenant brunes. Je pense que je n'avais pas mis un pot assez haut(15cm). Elles étaient portant bien arrosées et dans un substrat de terreau. Avez-vous des conseils pour les néflier ?",0,nothing
"J’arrive ici par hasard avec l’idée qui me vient de je ne sais où que les pruniers ne supporteraient pas très bien la taille. Des explications très claires, merci beaucoup, je m’en vais explorer votre chaîne",0,nothing
C'est bon,0,nothing
Bonjour Olivier vous avez un magnifique potager chez moi dans l'ouest nous n'avons pas tout ça merci de vos vidéos Sylvia 🙂🌷,0,nothing
"Courage, ne lachez rien",0,nothing
"C'est le deuxième reportage que je vois animé par cette jeune femme. Il y a une certaine qualité qui émane de ses portraits. Merci à toute l'équipe, ainsi qu'aux maraichers et maraichères qui acceptent de jouer le jeu.",0,nothing
Très jolie c super de l’avoir fait,0,nothing
"Bonjour Olivier, bonjour à toutes et tous.Je voulais savoir pourquoi mettre en pleine terre 1 glomérule tous les 5cm si à l'éclaircissement on ne laisse qu'un plant tous les 15 à 20cm,ne serait il pas plus judicieux de les semer directement à 15-20cm du coup ? Merci pour les partages toujours aussi intéressants et bon jardinage à tous 👍🏻",0,nothing
Bien vu Stéphane. Très bonne idée. Amitiés.,0,nothing
"tout d'abord une bonne et heureuse année à vous et à vos proches, perso j'ai commencé de timides semis de salades d'hiver que j'ai installé dans ma buanderie où il fait un 10 degré pour que mes plans s'endurcissent et mettent du temps à sortir, quand elles seront de 10 centimètres on sera la mi mars donc je pense que ce sera bon, mais je fais du jardin juste pour mon plaisir, pas pour en faire mon gagne pain, je comprend bien sur que ce n'est pas le soucis de tout le monde surtout des agriculteurs que je remercie de nourrir la France .",0,nothing
"C partie l'année commence, j'adore mars, Avril",0,nothing
Merci pour vos conseils,0,nothing
ici en Franche-Comté on fait aussi des salades de cramaillots ! une tradition bien locale Et bien sympa l'extrait de notre Lilian régional !!,0,nothing
"J'ai bien l'impression que la tuta se transmet via les plants achetés... sans vouloir jeté la pierre à Clair de Lune mais j'étais stage en nord 44 et pareil, ils achètent des plants et sont impactés par la tuta...",0,P2
Tu voulais dire quoi? Une production en quoi? 😅😅😂😂,0,nothing
bonjour bonne vidéo comme toujours une petite question pour celui qui n'a pas de pièce illuminée dans la journée (pour cause de travail) il faut attendre les beaux jour pour les mettre dehors?,0,nothing
Cool si c'est meilleur pour la nature au final 👍,0,nothing
Merci 😊 Quon ne me parle plus semmis.... tellement de pluie et de peu de luminosité ça me déprime ! J'espère que par chez toi le remps est plus clément Bizz !,0,nothing
😃🌺🌻🌸🌼🏵️🌷🌱👏🥰,0,nothing
"Merci pour cette présentation très inspirante sur l'impact qu'il est possible et nécessaire d'avoir auprès des politiques. Je vis autour de Montpellier qui dispose d'une grande plateforme de compostage des déchets organiques (Grammont). Hélas, il est désormais impossible de se procurer du broyât de déchet vert ou compost auprès de cette plateforme car la matière est envoyée pour méthanisation au lieu de favoriser la remise en vie de nos sols qui comme dans le 66 en ont grandement besoin",0,P6
Tu utilises quoi comme mastic à greffer?,0,nothing
Merci ! ♥ Est-ce que vous avez tenté ou comptez prochainement faire une walipini ?,0,nothing
"En même temps le cbd devrais pas exister et être répondue comme sa !!! Ont a la chance d’avoir une plante qui s’appelle le cannabis qui et plus complète que n’importe quelle autre plante ! Avec le cannabis ont fait tout ! Ont construit des maison ! Ont soigné ! Ont s’en sert recreativepent ! Ont peut même se nourrir avec les salade de graine !!! Enfin bref c’est une hypocrisie totale ce CBD et de voir des champs comme ça ça me termine de me dire qu’il me pète les couilles pour me de huit que je cultive H 24 en intérieur chez moi, mais là pas de problème pour cette saloperie ! Pauvre France toute façon, on a toujours été en retard, surtout en France …..",0,nothing
"Oh wow Brian! J’étais passée à côté de tout ça! Quel enfer sans déconner mais dans quel monde vivons nous quoi!! Tu m’étonnes que tu sois choqué, tu donnes tellement d’énergie à montrer des choses innovantes, à nous faire rencontrer des gens inspirants pour nous apprendre des choses à travers tes vidéos, enfin je veux dire c’est hyper sympa quoi, c’est totalement humaniste cette démarche! Et à côté de ca, des détraqués qui n’ont pas réglé les problèmes fondamentaux de leur vie te cassent le moral par jalousie ou autres raisons tordues, il y a de quoi être sous le choc! FiOu, faut s’accrocher des fois purée! Courage en tout cas, et vivement ce nouveau départ qui promet plein d’expériences fabuleuses!! Et merci pour tout!!",0,nothing
Es que c'est du compost de déchets verts que l'on achète en station de compostage merci de votre réponse cordialement,0,P6
la voie en ASMR ça me rappelle des pervers qui te parle dans l'oreille par dessus l'epaule :D,0,nothing
En même temps il faut avec ce qu'il a. Si il a un stock de cuves ibc pourquoi pas,0,P3
Très beau je découvre votre chaîne 🙂,0,nothing
"Coucou Maud, ça avance bien c'est génial ! Et ce petit point d'eau... le rêve !! Au passage je ne t’oublies pas, le mois de juin est super chargé mais j'ai toujours en tête notre petit projet 😉 A bientôt.",0,nothing
Super. Ça a fait du bien cet orage. 👋 Cricri,0,nothing
Bonjour Olivier Comparatif intéressant. Merci,0,nothing
Mdr,0,nothing
"Coucou Maud, merci pour la démo, je vais commander ces plaques. A bientôt.❤",0,nothing
Slt tu as tout ensiler ? Y a t il eu du rendements ?,0,nothing
Merci pour le partage 😀👍 Il y a plein de bonnes idées 👍,0,nothing
Merci 🌞,0,nothing
C'est vrai que faire son jardin c'est devenu une contestation politique. J'ai l'impression d'être rebelle lorsque je cultive. Merci la terre.,0,nothing
Bonjour j'habites a Francheville Je n'ai jamais vue une méthanisation moi aussi je rêve d'être agriculteurs,0,nothing
"Pour répondre à la question : combien d'échantillons pour les analyses sur tomates par le laboratoire de l'université de Rennes (Analyses réalisées par la chercheuse Dr Limanton Emmanuelle) ; Pour cette études préliminaire, nous avions réalisés 7 envois de 5 tomates ( 7 x 5 pour sol vivant et 7 x 5 pour le témoin hors sol). Pour rappel, dans les même conditions climatique car les deux modèles sont dans la même serre. Chaque lot de 5 fruits a été lyophilisé et divisé en 3 extraits et sur chaque extrait on été réalisé 4 dosages différents (DPPH,FOLIN, ORAC, FRAP) répété 3 fois. Les stats sont sur la moyenne de ces données. 3 mesures x 4 dosages différents x 3 extraits x 7 lots pour chaque modalité (Hors sol et sol vivant). Pour le coût d'analyse, ce ne sont pas des analyses pour les ""particuliers"", c'est un partenariat de recherche avec l'université de Rennes. Cependant il existe des kits de dosage FRAP pour les particuliers.",1,P6
Bonjour Olivier merci pour cette vidéo donc l’hiver c inutile de mettre des engrais si j’ai bien compris hormis l’urine,0,P6
Ça aurait été sympa une diapo avec les bonnes soussoleuses vs les mauvaises,0,nothing
"D’après la PAC, l’élevage intensif commence au-delà de 1,6UGB/ha. Après pour les productions hors sol je connais pas la méthode de calcul.",0,nothing
Bonjour à tous les deux et merci pour la vidéo ❤,0,nothing
Merci Maud. Bon weekend,0,nothing
Enfin un superbe projet qui mérite d être connue et reconnu... chaque ville et village devrait avoir un tel projet c est d une évidence,0,nothing
"c'est plus un potager, c'est une forêt ! Bravo ! Source d'inspiration, même si je n'ai que 2 terasses, je vais faire au mieux en pots, et aussi faire un grand bac en bois. Si certains ont des conseils pour les différents bois, que mettre en bacs etc, je suis preneur ! :)",0,nothing
"En ce qui me concerne, le jardinage n’a pas pour objectif de me nourrir. Évidemment, j’apprécie tous ces légumes de saison. Pour moi cette occupation est une véritable thérapie, un bien-être. C’est probablement génétique 😂, mon grand-père était un passionné. Alors rassures-toi, tu n’arriveras pas à me lasser. Tes vidéos sont également déclencheur de commentaires et donc d’échanges d’astuces. Je suis toujours en quête de détails qui peuvent faire la différence. Merci pour ce chat et à très vite.",0,nothing
"Trop top l'humeur que t'a dans tes vidéos ça donne le sourire, super travail qui plus est, c'est les vaches qui vont être contente avec la bonne cam",0,nothing
"Bonjour et merci pour cette petite vidéo @lacledeschamps65 ! J'hésite à acheter des Air Pot ou Ercole pour mes marcottes de figuiers en attendant de pouvoir les mettre en terre au printemps prochain. Est-ce que ces modèles de pots à "" trous "" n'exposent pas davantage les végetaux au froid de l'hiver, s'il vous plaît ? Par ailleurs, est-ce le substrat ne s'échappe pas trop des pots également ? Je vous remercie par avance de votre réponse !",0,nothing
Coucou ma belle Maud et Elodie jolie ! Vraiment génial que vous soyez aussi soutenue dans votre fantastique projet ! Peut-être plus tard rajouter d'autres animaux 😉 Encore bravo et merci les filles. 😘😘😘,0,nothing
"Salut Olivier, Ta vidéo fait des émules. Faut quand même rassurer ; peu ou pas de récolte la première année mais ensuite c'est l'explosion. Perso. n'ayant que de la blanche je n'ai pas eu l'occasion de tester la verte; sais-tu s'il y a une différence au point de vue culinaire ? La blanche a le mérite d'être très esthétique mais c'est tout... Belle saison à toi ;)",0,PRecolte
"Génial! Ça avance bien! J ai une question bete: peut être est ce que tu y as déjà répondu, désolée par avance. Pourquoi mettre du grillage au sol dans le poulailler?",0,nothing
Quelques vidéos intéressantes sur le sujet https://www.youtube.com/watch?v=ukRzfNjlo98 https://www.youtube.com/watch?v=fxtjcErANtY,0,P6
"Une structure pour le support des kiwis ? J'utilise les troncs de chêne, le toit de poulailler et les structures grillagées de bord de propriété pour faire croître mes actinidias.",0,nothing
"Bonjour Olivier, cela fait du bien de voir ou de revoir des images ensoleillées de légumes et de verdure ! Moi sur les hauteurs ici en Belgique, je dois souvent attendre le mois d'avril pour les semis en pleine terre ! Toutefois, pour assurer une bonne production des légumes du soleil, je commence les semis à l'intérieur fin janvier, début février des poivrons et aubergines, cela double la production que si je les semais fin mars, et encore il faut que la culture ne soit pas contrariée par des aléas, car ce sont des cultures qui redémarrent plus lentement que les tomates en cas de souci. Bonnes fêtes de fin d'année à toi et à ta famille !",0,nothing
Beaucoup de désillusions en lisant les commentaires... à quand une seconde vidéo qui aborde les questions des viewers ?,1,nothing
"Bonjour, Merci pour la vidéo ! Ils ne mettent pas de fumier / engrais bouchons ?",0,P6
"Salut les gens, pouvez vous me dire où est ce que je peux trouver des “graines anciennes “ comme celles de nos grands parents? 😗",0,nothing
Moi j'ai 400 vache Normande,0,nothing
Merci beaucoup,0,nothing
"Pourquoi ne pas planter des arbres a tailler en têtard ou trognes pour produire votre BRF ? ( frêne, tilleul, r ou rosier bank qui peut faire de l'ombre en tonnelle (ou le mûrier, l'arbre, il y a des variétés très bonnes, genre framboise, à vendre en barquette) Voir pépiniériste Cochet à Aubenas, ils ont plusieurs variétés Vous pouvez aussi mettre les mûriers sur vos poulaillers, les poules aiment bien !",0,P6
Faite une vidéo de 1h dessus avec itk d installation et reglage capteur et durée lumineuse. Vraiment intéressant juste une vidéo plus pousser pro si vous pouvez. Merci d avance,0,nothing
"J’ai testé la lady godiva cette année, cultivée pour les graines nues. On verra ce que ça donne, j’attends avec impatience de les ouvrir! Merci encore et toujours pour tes vidéos.",0,nothing
Très belle vidéo explications,0,nothing
"Très intéressant. Je vais dire une bêtise mais bon. Est il envisageable de ramener de l'argile, en avez-vous à proximité ?",0,P6
"Bonjour, A quel moment mettez vous en place les lignes de goutte-à-goutte dans cet itinéraire ? Merci pour le partage 😊",0,P3
"Très belle ferme, plein d'idée en tête et beaucoup de courage, franchement bravo à vous. Je suis en reprise de la ferme familiale en fruits et légumes dans les Vosges (1h30 de chez vous), je suis actuellement à la recherche d'un fournisseur de compost ou bois broyé, auriez vous des adresses? pour le bois broyé vous utilisé quel essence? Merci pour votre retour; Nicolas",0,P6
Très intéressante vidéo ; les rappels sont nécessaires. Merci 🙏 ! Où as-tu trouvé la pelle que tu utilisais dans la vidéo ?,0,nothing
"Bonjour, une année j avais planté mes tomates sous serre, assez proches et pan maladie qui a contaminé tous mes plants, taches noires et oidium.. Donc l an dernier pleine terre , ayant changé de région, au sud..et écartement des plants..j ai eu 2 plants de malades qui n ont pas contaminé les autres…et une magnifique récolte…la contamination est quand même un problème, comment fait il 😮? Sinon merci pour cette vidéo très instructive et pour le beau travail de montage.",0,P2
bien bien bien tout çaaaaaaa,0,nothing
Pourquoi vos poules ne couvent pas leur œufs elles même. Les poussins restent avec leur maman. C'est Super DOMMAGE,1,nothing
Salut Damien merci pour cette découverte bonne continuation et merci pour ce partage a bientôt Chico,0,nothing
"Un exemple monsieur, du coup aide moi et nous. Je suis, halle, ducerf, et les autres y'en a tellement Et grâce à toi.",0,nothing
C ca la vie super comme tjrs. Merci pour tout ce que tu fais.,0,nothing
Je n'ai pas reçue de notification pour ce live !? 😕,0,nothing
"Bonjour Maud, content de te revoir. Bonne année 2024 à toi & ta famille.",0,nothing
"Mes topates en serre ont systématiquement le même problème, les araignées rouges. Comment les éviter ?",0,P2
"Bonjour , j'ai loupé sûrement mais quel engrais mettent-ils ? Merci",0,nothing
"je vais joindre Stéphane pour des conseils, il est très pragmatique, merci à vous deux pour tous ces précieux renseignements",0,nothing
Ahhh ce cantonnier 😊,0,nothing
Bonjour pour ma part j'ai fait ma petite commande sur la bonne graine et j'ai pris principalement des graines qui on votre photo . 😉 Je suis ravie que vous bénéficié de 5% pour faire vivre votre chaîne . Je ne manques aucune vidéo . Bonne journée a vous,0,nothing
Vidéo qui tombe à pic 😅 je vais pour la première fois faire un test avec des patates du commerce 🤷‍♂️ (une dizaine de plants je pense) et jme tâte pourvle choix de la variété de plants. Non germes... Par contre pour faire de la frite 😂 c'est la vie ici Il ne doit pas me manquer grand chose en graine mais j'irai faire un pti tour chez la bonne graine (si ca peut récompenser un peu ton BIG taff 😉 Février approche... On est au taquet 😅 malgré le temps de Mer** 🌧🌨🥶 À très vite 👨‍🌾,0,nothing
"Bonjour , très intéressant sujet , la qualité de notre nourriture. J'ai une question. Cet outil peut il aider à se projeter sur le résultat final d'une culture. ? En effet quand on sème une graine de tomate, il faut environ trois mois pour avoir une tomate mure et donc la goûter et se dire mauvais , bon ou très bon.je trouverais intéressant d'avoir tout le long de la culture des test qui permettraient de voir si on est sur le bon chemin ou bien si c'est mauvais? Merci d'avance",0,nothing
"C'est quoi l'histoire? A part celle de votre histoire? La particularité d'une histoire n'en fait pas une généralité. Ce qui me gène c'est que vous posez en dogme votre propre expérience et voulez convaincre que c'est là qu'est la vérité! L'autonomie c'est la capacité à ne pas dépendre d'autrui. L'autarcie c'est tendre volontairement à se suffire à soi même. A l'écoute de votre vidéo, une réflexions m'a interpellée, celle de la place que vous faites à vos enfants. Ils vivent l'autonomie ou l'autarcie? Bonne réflexion à vous.",1,nothing
Video au top,0,nothing
"Bonjour Maud, nous reflechissons a l'achat d'une porte automatique pour cet automne car effectivement, c'est très pratique. Ce nouveau modèle a l'air très bien. D'une manière générale, je n'ai jamais été déçue par les modèles que tu nous présentes, je pense en particulier a la mangeoire anti rongeurs... Et qu'en est il de ton propre potager ?",0,P2
Wahou la pépinière de rêve ! Quand je vais dans des lieux comme ça. Je me demande pourquoi je fais tous mes semis ? Difficile de réssister quand on a le virus ! Belle saison et bonne chance pour les melons. Je tente aussi ainsi que les pastèque en Normandie 😊,0,nothing
"Pffff, dur ce monde où il y a toujours une minorité manifestement parfaite pour donner des leçons aux autres, et je ne parle pas que de jardinage malheureusement! 😪 Bref, reste toi-même, nous on t'apprécie comme ça! Et si la Chine te propose un panda pour le jardin pédagogique, accepte! Pour les râleurs 😋😋😋😋, qu'ils aillent voir ailleurs ou occupent leur temps à en faire autant que toi!",0,nothing
Comment la récoltes tu?,0,nothing
"Il faut etre un peu tarte au concombre pour se mettre un coup de hachette 😁, ça fait 40 ans que j'en fais et jamais aucun incident etmon père 75 ans jamais non plus !!!!!",0,nothing
