,Unnamed: 0,text,label,topic
922,944,Hervé plus je regarde tes vidéos et plus je me rends compte de la pertinence de ton slogan la vie est belle dans notre vie moderne on a oublié l'essentiel observer et comprendre la nature,0,nothing
605,623,"Bonjour Antoine, merci pour vos vidéos. Quel est le type ou la variété d'herbe que vous utilisez pour avoir un si beau foin ?",0,nothing
1128,1153,"Ah bah merci énormément, tu m'as remotivé !",0,nothing
891,913,"Des exemples à suivre, de la formation, copier ce qui marche, puis l'améliorer si nécessaire, un grand bravo à tous les 2 YB",0,nothing
202,211,Semoir earthway non mais sérieusement faut arrêter. Quand on cultive en tant que pro on utilise pas un earthway.,1,P6
49,53,Bonjour Olivier,0,nothing
293,304,"J'avais déjà vu cette technique sur papier, mais je m'imaginais que l'arbre devait être beaucoup plus développé : merci.",0,nothing
367,380,Au contraire c'était sympa cette histoire de canard. De magnifiques paysages en plus,0,nothing
268,278,"Bonjour, merci pour ces vidéos explicatives très intéressantes.",0,nothing
208,217,Ça coûte du blé le blé !,0,nothing
957,979,"je retiens la façon de laisser une partie de la graine en dehors de la motte pour la germination. c'est à contre courant et Surtout, je retiens qu'il faut arroser ses plants si on veut qu'ils soient beaux et fort et ça c'est vraiment à contre courant des youtubeurs perma qui prétendent qu'un potager sans arrosage est mieux.",1,P3
180,188,qu'il aille se aire enculer une bonne fois cette France de merde tous le monde parle mais personne ne fait rien combien de temp allons nous se faire enculer sent rien dirent,0,nothing
1315,1343,"Bonjour Maud! Bravo pour cette belle vidéo différente de l'habitude...et aussi pour celle du jardin pédagogique !! J'aurais un truc à te proposer : serais-tu intéressée par qq bulbilles d'oignon rocambole pour ce jardin pédagogique ? Ça s'implante hyperfacilement et la production de bulbilles aériennes est vraiment très sympa et jolie aussi... en plus on peut manger les feuilles comme de la ciboulette... si oui dis-moi et je t'en enverrai avec plaisir ! J'aime bcp également ta vision très réaliste de la vie en campagne. Étant née en campagne, puis ayant vécu en ville entre 25 et 40 ans, je vois que le fossé entre les ruraux et les urbains laisse tt de même rêveur... et il est bon de rappeler certaines choses comme tu le fais : le stockage, la nécessité des outils adaptés, le rôle de régulation de la chasse, etc etc... c'est vrai que mes amis urbains ont parfois cette vision idéalisée de la campagne où tu es tranquille sur ton transat à observer tout pousser, et où diantre, il ne faut rien déranger de la nature, rien réguler... ce serait une vision vraiment très très sympa mais qui malheureusement ne résiste pas trop à la réalité, que ce soit pour les limaces ou les sangliers! Bonnes récoltes en tt cas.... J'ai eu l'occasion de visiter le pays de tes parents en allant faire une cure à Salies de Béarn il y a 3 ans pour un gros souci articulaire et la cure comme les environs m'ont ravie, quel beau pays! Ils ont de la chance... j'ai notamment bien profité des grenades cueillies lors de mes escapades de rando, et des bons champignons qui émaillent les champs: un vrai paradis. C'est ta fille qui doit être heureuse en allant là-bas !!! Bonne fin d'été pour vous trois!!",0,P2
1219,1246,"Sur un terrain agricole et n'étant pas agriculteur... comment peux tu construire un poulailler et pu agrandir un abri de jardin ? Ta citerne d'eau , c'est quelle marque ? Merci pour le partage...",0,nothing
788,808,"En même temps le cbd devrais pas exister et être répondue comme sa !!! Ont a la chance d’avoir une plante qui s’appelle le cannabis qui et plus complète que n’importe quelle autre plante ! Avec le cannabis ont fait tout ! Ont construit des maison ! Ont soigné ! Ont s’en sert recreativepent ! Ont peut même se nourrir avec les salade de graine !!! Enfin bref c’est une hypocrisie totale ce CBD et de voir des champs comme ça ça me termine de me dire qu’il me pète les couilles pour me de huit que je cultive H 24 en intérieur chez moi, mais là pas de problème pour cette saloperie ! Pauvre France toute façon, on a toujours été en retard, surtout en France …..",0,nothing
37,40,Tu I Mai un taureau ou une insémination,0,nothing
374,387,Il me semble que le sable est incompressible surtout si il est immergé dans de l'eau.,0,nothing
332,343,L'arbre à pain cest autre chose...,0,nothing
168,175,Coucou maud. Juste une tite question. Et oui l’emmerder recommence😂😂. Qu’en est il de la législation pour les voisins lorsqu'on veut mettre une ruche? J’ai 900m2 de terrain clos de mur mais des voisins tout autour? Merciiiiii,0,nothing
600,618,Je me régale avec ton livre permaculture au jardin .super 👍👍merci beaucoup!!,0,nothing
315,326,Merci!! De la vie !!!!,0,nothing
622,640,Merci 👍,0,nothing
640,658,une vraie contrôleuse ! Merci à Nicolas pour ses renseignements et sa patience,0,nothing
5,5,Stéphane peut faire un petit film sur ses pièges à frelon... Merci.,0,P2
863,884,Super vidéo.. es t il possible d appliquer cette technique au groseillier ou cassissier ? . Où est il possible de se procurer du parafilm ?,0,nothing
1137,1162,"Tout est pénible dans cette vidéo, comme d'habitude. Excès d'apport de matière organique (qui vient d'où ? voilà !), culture de carottes en mini mottes, je rêve ! Ca n'a strictement rien à voir au maraîchage. Plastique omniprésent, et apparemment indispensable en ""MSV"". Oignons bulbilles, on est en 21ième siècle ! Je comprends bien l'enthousiasme des personnes non-initiés à l'agronomie, les images respirent le retour à la nature, mélangés avec des notions pseudo-scientifiques (le sujet abordé par François Mullet au sujet de l'entropie est intéressant est très autodestructeur), mais le résultat de ce genre de pratiques est très nuisible à l'environnement. Bilan de carbone calamiteux, appauvrissement en matière organique des sols (!) environnants (msv aime bien l'importation du foin, de la paille et autres produits ""déchets"" agricoles), accumulation de métaux lourds (tontes). La ""magie"" d'une agriculture qui tend vers le durable est de produire beaucoup avec peu, l'utilité du msv est de montrer comment il ne faut pas faire. Je soupçonne François de bien se rendre compte de ses erreurs cognitives, ce n'est apparemment pas évident de faire demi-tour d'un hype qui suscite un tel engouement.",1,P6
243,253,"Partout ou je regarde, des terrains de cette taille coûte 1million d'euros... Des idées sur comment trouver des terres pour un prix raisonnable ?",0,nothing
725,743,Quel dommage la prise de son. Quand il y a du vent il existe des accessoires pour limiter les perturbations.,0,nothing
651,669,"Le climat change depuis la nuit des temps mais, à votre avis, la teneur en CO2 de l'atmosphère influence-t-elle le climat? le réchauffe-t-elle?",1,nothing
691,709,Mdr c trop bien refait le,0,nothing
400,415,"Salut damien. Tu as recu beaucoup de monde dans tes differentes videos, personnes que j'ai suivi aussi, un peu, car de tous les youtubeurs, tu es surement le seul a ne pas faire de critiques negative sur les autres. Ce que j'aime chez toi, cest pas seulement ton jardin ,mais aussi ton etat d'esprit. Finalement tu es le seul que je suis encore aujourdhui. Un grand bravo👏👏",0,nothing
4,4,"perso,fin septembre début octobre,j'ai semé Fève,pousse tranquillement et des petits pois Sima,résiste bien,au gel,un peu butter avec de la terre et par dessus de la paille de chanvre,",0,P6
449,464,"Super partage, vidéo très agreable à regarder. Merci!",0,nothing
811,831,"c'est plus un potager, c'est une forêt ! Bravo ! Source d'inspiration, même si je n'ai que 2 terasses, je vais faire au mieux en pots, et aussi faire un grand bac en bois. Si certains ont des conseils pour les différents bois, que mettre en bacs etc, je suis preneur ! :)",0,nothing
201,210,"Ah ouais on y pense pas quand on connaît pas, merci !",0,nothing
1071,1093,14000!!!Bravo,0,nothing
488,503,L'affaire se complique et enrichie la compréhension reste à bien comprendre la parole un bon micro bien réglé me semble indispensable comment récupéré les images et graphiques pour lecture,0,nothing
92,96,Est ce possible d’organiser des stages de découpe du cochon avec Jeannot ?,0,nothing
353,366,"Le problème est que ce modèle, avec l'apport massif de matière organique, est réalisable à petite échelle, celle du maraîchage, mais elle serait difficilement réalisable à grande échelle, et là je ne prend pas de risque car je pourrais presque dire impossible. Il n'y aurait pas suffisamment de matière organique pour toutes les surfaces agricoles. De plus l'approche de non-travail du sol n'est pas vraiment réalisable étant donné qu'il reste essentiel pour la gestion des maladies et des adventices. Il est aussi important pour decompacter le sol tassé par les outils de récolte, de désherbage etc... Vous me direz que c'est la vie du sol qui peut faire le boulot, et vous auriez raison, seulement les traces de la moissonneuse de 30 tonnes... Les lombrics font un travail remarquable, mais là... Après vous me direz qu'il faut des machines moins lourdes... Pas faux seulement qui dit moins lourd dit moins de performance et la moisson doit ce faire vite lorsqu'elle est possible en raison de la pluie... Bref... Bien pratiqué le travail du sol ne pose pas de gros problèmes (si on ne labourre pas 3 fois par ans quoi...). Il existe toutefois en agriculture sur grande surface une pratique qui vise à travailler au minimum son sol par semis direct, mais il y a toujours un léger travail du sol à un moment ou un autre. Ce modèle de minimisation du travail du sol est assez prometteur par la réduction des émissions de GES, par la préservation, le développement de la vie du sol et par le stockage du carbone, etc... , cependant, ce modèle n'est pas compatible avec l'agriculture biologique. On le voit bien : les agriculteurs pratiquants le semi direct utilisent de manière plus importante les produits phytosanitaires, comme le glyphosate... Il faut donc faire un choix : gaz à la serre et bio ou pesticides et vie du sol ?",1,P6
120,124,"Magnifique découverte , 10:23 j'espère bien que tu continueras à nous partager ça ❤ , félicitations à vous et aux bénévoles pour ce beau projet 🙂",0,nothing
1153,1178,"Oui, oui Maud, ce mini potager est très intéressant, pour ma part je me sens concernée également. Tu as raison, on ne se rend pas compte de ce qu'on peut en tirer, et je suis curieuse de voir. Merci 😉",0,nothing
104,108,"Très bonne vidéo, les informations sur les macérations (fabrication et applications) sont très bien expliquées dans les livres d'Éric Petiot.",0,P2
858,879,"en fait, tous ces machins-là fonctionnent à une seule condition : qu'il y ait des routes en bon état... or, est-on tellement sûr que nos routes continueront longtemps d'être praticables? par ailleurs, si ça va pour la ville, qu'en est-il à la campagne? et en montagne? et par mauvais temps? etc. Beaucoup de questions pour une utilisation quotidienne... même si dans l'idée le principe semble séduisant !",0,nothing
977,999,"Coucou Maud, vraiment génial ❤ Si seulement il pouvait y avoir des jardins comme ça dans tous les villages....",0,nothing
830,851,"Bonjour, A quel moment mettez vous en place les lignes de goutte-à-goutte dans cet itinéraire ? Merci pour le partage 😊",0,P3
256,266,"Un régal, une vrai belle personne, compétence, passion et honnêteté",0,nothing
1203,1230,"Merci pour cette vidéo et toute ta chaîne que je découvre au fur et à mesure...mon espoir de retour à la nature et ma préparation à l'autonomie grandissent à chaque nouvelle vidéo Simple et efficace ce Thomas au point qu'on a l' impression que tout est simple, malgré mes 50 ans mes différentes expériences professionnelles notre confort et une entreprise florissante nous nous préparons à suivre ce chemin ou devrai je dire à revenir sur ce chemin...merci à toi car ma préparation à l'autonomie se perfectionne grâce aux livres et à ta chaîne et les supers personnes qui partagent tant de bons conseils qui me feront gagner du temps Forza l'archipelle",0,nothing
197,206,"Coucou Maud! Meilleurs voeux !!! Ici aussi (les Vosges) même topo, tout tout blanc ^^",0,nothing
96,100,En effet des images meilleure qualité et un micro ce serait pas mal tout ceci est super intéressant mais on ne peut pas enregistrer les données Encore merci à tous pour tous vos efforts et votre partage,0,nothing
1021,1043,Mamamia j'avais raté cette vidéo !! ^^,0,nothing
1276,1304,"Nouvel abonné , j ai decouvert ta chaine ( maison a 20000 ) , je t ai laissé un com sur celle ci , contenu tres intéressant .",0,nothing
499,515,"À 5 minutes ça parle d'outil pas cher pour mesurer la performance du protocole. Du coup comme préconisé par le même intervenant il faut avant tout mesurer la qualité nutritionnelle du produit fini. Et là ""banger"" il y a le FOOD SCANNER ! La boucle est bouclée. Mulet c'était quasi mon héros y'a presque 10 ans et je me rends compte depuis quelques années qu'il recherche son retour sur investissement façon Ponzi. Y'a des parcelles de vérité dans tout ça mais n'allez pas tout miser sur ce qui est promis, surtout payer une formation alors que tout est dit.",1,nothing
1155,1180,"Youpi, youpi Damien! Trop contente. Un grand merci pour ce petit tour de jardin. J’espère que vous passez un bel été ta famille et toi. PS : pourras tu s’il te plaît nous faire un petit retour sur ta gestion de l’arrosage à la rentrée? Tes sources? La source qui alimente la mare? L’arrosage du potager? Merci d’avance. 🌸❤️ PS2 : quelle est la variété du Prunier qui donne de très gros fruits s’il te plaît ? Re-merci",0,P3
772,792,Très jolie c super de l’avoir fait,0,nothing
1026,1048,Salam! Et si vous ajoutez de la terre sur le sol pour que les poules puissent gratter !!,0,nothing
1031,1053,Super vidéo tu est d ou pour avoir des benne orenge,0,nothing
1322,1350,"Très Bien Olivier ta courte vidéo sur l’urine. Il serait bon que tu persistes sur des « courtes vidéos « de quelques minutes, qui nous permettront d’analyser rapidement tes très fortes idées en jardinage 👩‍🌾. Tchao tchao. Alex du Grand Sud-ouest",0,nothing
12,14,Genial! J'ai une amie qui cherche justement à faire des boutures du rosier de sa grand-mère avant de déménager. Elle est très triste car elle a testé une technique qu'elle a vu sur un réseau social qui n'a pas fonctionné. Je vais très vite lui partager car elle doit déménager dans 1 semaine ! Merci 1000 fois !,0,nothing
410,425,"Vous êtes agréable à écouter, diction et voix calme , que vous pouvez si ça vous chante partager sur d'autre sujet ! Je n'ai pas de coureurs car mon potager est exentrer de la maison et il me faudrait les transporter...mais ça m'aiderait c'est certain !!",0,nothing
312,323,"Très, très très intéressant !",0,nothing
467,482,Intéressant comme sujet. Chez nous casi tout le monde passe la herse de prairie au moins une fois par an... Cela permet d'écarter les taupinières et d'aérer les prairies comme tu l'as expliqué 👍,0,P2
610,628,"Total soutien. je ne suis plus du milieu agricole, mais originaire (grand-parent). Je en comprend pas ce discours, cette mode, de casser du sucre sur de métier de l'agriculture qui a clairement pris les tournants technologiques pour s'adapter à ce nouveau monde. Merci à toi et tout les autres youtubeurs qui parlent de leur métier. Cela doit permettre aux incultes citadins de découvrirai, connaitre un minima et comprendre ces métiers clairement tournés vers l'avenir et de haute technicité.",1,nothing
1035,1057,Oui mais cette brosse il va falloir la nettoyer ensuite ?,0,nothing
571,589,Meilleurs voeux à vous et continuez vos bonnes vidéos,0,nothing
1223,1250,Un jour tu pourras nous faire une petite vidéo du matériel agricole et le tour de la ferme,0,nothing
781,801,bonjour bonne vidéo comme toujours une petite question pour celui qui n'a pas de pièce illuminée dans la journée (pour cause de travail) il faut attendre les beaux jour pour les mettre dehors?,0,nothing
805,825,Bonjour Olivier merci pour cette vidéo donc l’hiver c inutile de mettre des engrais si j’ai bien compris hormis l’urine,0,P6
657,675,"Merci Olivier, je mets le marc de café dans le composteur depuis des années et effectivement c'est extraordinaire combien il y a énormément de vers rouges.",0,P6
1359,1388,https://www.youtube.com/watch?v=cLBojlowmOQ&ab_channel=Sam%2Cagriculteurind%C3%A9pendant,0,nothing
310,321,🤩🤩,0,nothing
131,135,"savoir et savoir faire , très bon titre .",0,nothing
740,758,"Salut Damien. J'en ai au Jardin. Difficile à semer je trouve, par contre Marcottes et division des racines, ça fonctionne très bien. Super en cuisine, mais que c'est long à trier ! 😅",0,nothing
14,16,"Le cbd est nulle .. pourquoi en consommer ? El plus c’est des extrait donc concentration des pesticides , des métaux lourd et autre polluant 🤮",1,nothing
371,384,"Bonjour Olivier, Pour la fructification des tomates, tu peux essayer le purin de consoude ;-) Bon jardinage",0,P6
1347,1376,bravo les frangins,0,nothing
570,588,"beau boulot au fournil, variétale, farine ultra complet, respect du produit de A a Z, vrai respect ;) la partie agronomique à elle encore de la marge de progrès, mais on peut pas tout faire à 200 % d'un coup, normal",0,nothing
1317,1345,Peut on mettre les crottes de chien dans le compost de dechets ménagers?,0,nothing
240,250,salut quel est ton fournisseur?,0,nothing
1264,1292,Bonjour ou avez-vous eu votre bac svp?,0,nothing
1135,1160,"Magnifique cette vidéo, merci Brian. On comprend mieux pourquoi, c'est aussi cher, sacré travail. Merci pour votre travail et pour vos bons produits. Super la musique 👏👏 bonne fêtes de fin d'année 😘🦋🎶",0,nothing
47,51,"hello, Comment décompacter si le sol est gorgé d'eau?",0,nothing
842,863,"Bonjour , j'ai loupé sûrement mais quel engrais mettent-ils ? Merci",0,nothing
188,197,"J'aimerais avoir leur avis pour une nouvelle construction, que préconise-t-il comme matériaux, dalle et isolation ? Cela serait intéressant. Il parle souvent de maison ancienne, mais aujourd'hui comment construire durable, solide et chaleureux ?",0,nothing
1133,1158,"Tu pourras faire de nouvelles cultures sur ton exploitation comme le miscanthus qui peut être utilisé soit pour le paillage de tes vaches (pas d'engrais a mettre si récolté sec et sans les feuilles) soit pour la méthanisation (coût implantation 3000€/ha environ et peut être cultivé pendant 20 ans sans problème) ou cultiver de la silphie qui peut être utilisé pour faire de l'ensilage des vaches ou pour la méthanisation (coût 1500 - 1800€ /ha culture qui durera 15 ans) ces deux cultures ne craignent pas les dégâts de gibiers et peuvent être ensilé 2 fois dans l'année (en vert) Sinon super projet visiblement le premier point est atteint, le plus important c'est que sa te plaît",0,nothing
1002,1024,"top top un truc bien connu des anciens, encore jamais fait le test comme ça ici, faut je test un jour et quand j'aurai l'occasion d'avoir un tambour de machine, jai test un seau de sable avec carotte ..... mais jai pas bien reussit, sable trop humide je pense, jsais pas trop, merci à bientoooooot ;) ;)",0,nothing
343,354,Bonjour Antoine pour moi le ray Grass n est encord pas au bon stade de récolte mais la sécheresse commence déjà à arriver ducou les vaches sortent plus que la journée,0,nothing
925,947,comme quoi pas besoins de matériel très sophistiqué.,0,nothing
769,789,Bonjour Olivier vous avez un magnifique potager chez moi dans l'ouest nous n'avons pas tout ça merci de vos vidéos Sylvia 🙂🌷,0,nothing
679,697,"Poah génial, merci Damien ! Hyper intéressant, tant sur la démarche que sur ces exemples.",0,nothing
825,846,"Pourquoi ne pas planter des arbres a tailler en têtard ou trognes pour produire votre BRF ? ( frêne, tilleul, r ou rosier bank qui peut faire de l'ombre en tonnelle (ou le mûrier, l'arbre, il y a des variétés très bonnes, genre framboise, à vendre en barquette) Voir pépiniériste Cochet à Aubenas, ils ont plusieurs variétés Vous pouvez aussi mettre les mûriers sur vos poulaillers, les poules aiment bien !",0,P6
432,447,Merci pour votre Prod audiovisuel 😉👍 je diffuse votre vidéo sur la chaîne Tv Alternative d'une plateforme médiatik GJ : https://organjaune.fr,0,nothing
369,382,Bravo pour la sortie de ce nouveau livre 🦆,0,nothing
1099,1123,"Bonjour Olivier toujours du plaisir à vous suivre, pour mes débuts en jardinage vos vidéos me sont bien utiles. Comment avoir votre almanach ? Bonne continuation",0,nothing
2,2,😅 https://youtube.com/watch?v=9nl8mw96R90&si=4Fp6uR3yvNDGn58j,0,nothing
1092,1116,Joie d’enfin vous retrouver pour le point sur les itinéraires. Miam 😋 les bonnes choses à déguster…,0,nothing
956,978,"Merciiiii❣️voilà un moment que cette affaire de tambour de machine à laver me trottait dans la tête ! Grâce à toi , je passe à l,acte qd le terrain aura repris du moelleux . Des semaines de sécheresse , on creuserait au marteau piqueur . Terrain calcaire séchant .",0,nothing
475,490,"Beaucoup de choses imprécises ou qui vont pas et quelques pistes supplementaire. - chauffer l'eau au poele : le poele chauffera moins le logement, à moins d'avoir le bois gratuit, c'est pas de l'eau chaude gratuite - les batteries pour l'outillage ont surtout comme interet la portabilité et de ne pas être géné par le fil. Si on arrive à consommer 10kWh en une année en bricolant c'est que l'on bricole beaucoup. Par contre pour les pros qui font tourner un gros groupe électrogène ( genre 30kW ( 4L de cylindré diesel )) pour alimenter par moment un disqueuse ou un vibreur à beton, là quelques kWh de batteries aurait totalement leurs sens... - le prix du kWh de butane en bouteille est proche de celui du kWh électrique. je pensais que c'était bien plus chère. Les pertes du chauffe eau peuvent éventuellement chauffer le logements. - Un chauffe eau peut s'isoler. Avec une couche d'isolant multicouche on réduit les perte thermique journalière. Pour la douche un échangeur eau-eau permettrais de chauffer l'eau avec l'eau grise qui sort. - Pour le frigo il existe des modèle très économique, en hivers la consommation de ce genre d'équipement se termine en chaleur. - Il pourrait être intéressant d'utiliser les batterie lithium des outils électroportatif comme alimentation de secours pour l'éclairage.",1,nothing
248,258,Bravo pour tout ce que vous dites. Très intéressant et pertinent,0,nothing
82,86,"Bonjour Elodie & Maud, encore une vidéo Sympa...",0,nothing
682,700,"Salut, tes vidéos sont super, cependant on entend presque rien, merci quand même, à bientôt.",0,nothing
1297,1325,"Slt, rien à voir avec ta vidéo mais connais tu la chaine de virgina vota? sa vidéo ""le travail, c'est la liberté?"" en particulier devrais te parler. Merci pour ton boulot...",0,nothing
199,208,"Très bonne présentatrice, toujours les questions qu’il faut et pertinentes 👌 Bravo aussi à ces maraîchers , je suis moi même maraîcher et je sais le taf qu’ils peuvent faire 👍",0,nothing
1105,1129,"LE SURVIVALISME EN FRANCE, C'EST QUOI ? Pour la plupart des gens qui se sont penchés sur le sujet, ce que nous avons l'habitude de faire et notre façon de penser en règle générale porte le nom de survivalisme. Je rassure tout le monde sur ce point : Le survivalisme est une ""étiquette"" qu'on a tendance à nous coller ici en France parce qu'elle ressemble vaguement au mouvement survivaliste Outre-Atlantique. En somme si on interroge des néophytes, ils répondront ""Un survivaliste, c'est un mec taré à moitié facho qui crois en la fin du Monde, qui fais des stock de conserve et qui est sur-armé"". Qu'on se le dise ... les survivalistes en France sont bien loin de cette définition. Malgré ça, hélas, force est de constater que les médias en règle générale alimentent cette image fausse du survivalisme le gars fou dangereux, a moitié terroriste, de l'extrême droite, et j'en passe... Quelles sont les slogans ? Les devises communes au survivalisme sont : ""Don't tread on me"" ( Ne me marche pas dessus ) avec le symbole d'un crotale. Il y'a aussi ""Nous nous préparons au pire en espérant le meilleur"". Et ""si vis pacem para bellum"" ( qui veut la paix prepare la guerre ), ( c'est ce que font toutes les forces armées de la planète et ils ne font pas tous la guerre au contraire ils maintienne la paix ). C'est à peut près les seuls points communs qu'ont les survivalistes entre eux car toutes les personnes sont différentes dans leurs actes, leur goûts, leur préparations et leur vie. Un survivaliste français, c'est qui c'est quoi alors ? Difficile de répondre à cette question si on réfléchi tant soit peu et si nous n'aimons pas ranger les personnes dans des cases ... malgré celà je vais tâcher de répondre à cette question du mieux possible. Un(e) survivaliste en France est une personne qui a une philosophie de vie et qui au quotidien va : Anticiper les accidents du quotidien (accidents domestiques et de la route par exemple). S'il est parent, protéger ses enfants de la sur consommation, des accidents et les sensibiliser de manière pédagogique à l'univers résilient et à l'autonomie Se consacrer à l'autonomie énergétique et veiller au non gaspillage de l'énergie sous toutes ses formes. Se consacrer à l'autonomie alimentaire et recycler les déchets Se consacrer à l'autonomie financière et prévoir les lendemains ""difficiles"" Anticiper les risques de catastrophes climatiques ou nucléaires Anticiper les risques de conflits et agressions Se consacrer aux rapports sociaux, en priorité le voisinage. Un(e) survivaliste, selon son vécu, sa personnalité, ses sensibilités et son éducation décidera du ""comment se préparer"". Toutefois, les actions les plus courantes vont être : L'apprentissage des travaux manuels et/ou d'artisanat. L'indépendance au niveau du travail. L'élaboration et le maintient d'un potager (classique, permaculture) de la façon la plus naturelle possible. L'apprentissage de la cuisine et de la botanique. L'apprentissage de la médecine et du sauvetage. L'apprentissage du maniement des armes et/ou de techniques de défense. L'apprentissage des règles de la survie, qu'elle soit urbaine, rurale, ou en forêt, et en milieux hostiles. La suppression des addictions (tabac, alcool, drogues, et autres)... La constitution et la maîtrise à l'utilisation de ""modules"" divers (sac d'évacuation, saccoche médicale, malle dans véhicule, etc.) L'élaboration de récupérateurs d'eau de pluie, d'un puits et en règle générale le non-gaspillage de l'eau. Les techniques de purification d'eau, les bases de l'hygiène alimentaire. Les techniques du bushcraft, des bivouacs, et de la survie en forêt ( fabriqué un camp ou un abrit, faire du feu, sécurisé la zone, fabriqué une arme avec les éléments environnants, et autres). La construction d'une BAD ( base autonome durable ) ou l'aménagement de son domicile pour la résilience et la protection. Souvent, un(e) survivaliste utilisera les connaissances et les outils des écologistes, des militaires, des randonneurs, etc. pour être le plus autonome et préparé possible. Parmi les survivalistes en France, on trouvera beaucoup d'amoureux de la nature, quelques-uns verront le végétalisme comme une réponse à la résilience alimentaire et d'autres prioriseront la chasse ou la pêche. Peut importe, chacun tente de se préparer du mieux qu'il peut et il est bon de constater que tout ce petit monde, constitué de personnalités parfois opposés, discutent, échangent, conseillent, font des retours d'expérience et en règle générale se ""serrent les coudes"". Il y a des conflits internes, ce qui est normal, car nous savons que la réalité de la vie actuelle est loin d'être aussi ""lisse"" qu'on tenterai de nous le faire croire. Politiquement, un(e) survivaliste n'est pas très ""friand"" de l'Etat providence, en somme il sollicitera très peut, voir jamais l'Etat ou ses différents services. Cela dit, il n'est pas contre l'Etat, certains survivalistes sont très politisés, d'autres pas du tout, mais en règle générale, il tâchera de gagner de l'indépendance face à lui partant du principe altruiste ""Si je peux me débrouiller sans solliciter l'Etat, ça laisse une place pour une autre famille qui n'aura pas su (ou souhaité) être autonome"". Pour éviter d'être pris pour ce qu'il n'est pas, certains survivalistes auront tendance à ""se taire"" ou ""se cacher"", réfutant cette étiquette, il se qualifieront de ""prepper"" ou de ""citoyens prévoyants"" qui serait un terme plus ""doux"" ou feront ""l'homme gris"" car ils savent, et l'histoire le montre sans cesse, que les minorités sont stigmatisées et parfois deviennent des cibles. En cela le survivaliste est solidaire des minorités tentant de survivre car il en fait également parti ! J'espère vous avoir éclairé sur la dénomination du survivalisme en France dans ses grandes lignes. J'espère surtout qu'il n'y aura pas d'amalgame entre ce que vous pouvez voir dans les reportages télévisés et les fantasmes qui gravitent autour du survivalisme ainsi que les mensonges et sa réalité bien loin de l'homme habillé en treillis équipé d'un fusil d'assaut en train de fabriquer son bunker et rempli de haine xénophobe et homophobe et j'en passe. Cette caricature est en générale propagée et diffusée prenant en exemple les rares cas ""spectaculaires"" et parce qu'un(e) survivaliste, bien que ne refusant pas la modernité, aura souvent une attitude ""à l'ancienne"" dans sa consommation et ses préparatifs, et parfois apprendra des techniques résilientes des moments troubles de notre histoire (Pour la plus récente, nos grands parents ont du faire face à une guerre, ont été rationnés, certains déportés, emprisonnés, d'autres ont pris le maquis, ...). LES SURVIVALISTES CROIENT-ILS EN LA FIN DU MONDE ? Personne de normalement constituée aimerait que cela arrive, non ? Et bien un survivaliste ne réfute pas cette probabilité et tâchera de s'y préparer en espérant que ça n'arrivera jamais. Cela dit, il aura tendance à élaborer ses préparatifs en fonction des probabilités, il sait qu'il aura plus de chance d'avoir un accident de la route que de se trouver téléporté par des extra-terrestres dans une autre dimension ... donc il constituera une caisse à outil avec une trousse de soins dans son véhicule plutôt que de se fabriquer une fusée à la Tintin ^^ LES SURVIVALISTES SONT DES PSYCHOTEURS, DES PESSIMISTES, DES ALARMISTES ? Je dirais qu'ils sont pragmatiques, optimistes, réalistes, et sensés. LE SURVIVALISME EST UN MOUVEMENT OBSCURE ? Si tel est le cas, alors vous aussi qui me lisez êtes un survivaliste parce que vous avez un gilet jaune dans votre voiture, vous avez une assurance habitation, vous souhaitez peut-être devenir propriétaire de votre habitation si ce n'est pas déjà le cas non ? QUE PENSE NOTRE ETAT DU SURVIVALISME ? On se rend compte, de plus en plus, que le gouvernement français nous incite (et parfois oblige) à prévoir les risques. Faites un tour sur http://www.risques.gouv.fr/",1,nothing
1352,1381,"Curiosité, peut-on obtenir un nouveau droit d'eau qui n'existait pas avant ? Ou est-ce mission impossible de nos jours ?",0,nothing
671,689,"Coucou. Je démarre un peu plus sérieusement mon jardin cette année et j'aurais voulu savoir si vous avez des gens qui sont sur la Loire, vers Saint-Etienne que je pourrais suivre car pour les semis je suis un peu perdue sur quand les démarrer par chez moi :) MErci d'avance",0,nothing
822,843,"Salut les gens, pouvez vous me dire où est ce que je peux trouver des “graines anciennes “ comme celles de nos grands parents? 😗",0,nothing
279,290,Très belle vidéo. Merci.,0,nothing
441,456,"Avez-vous une idée de l'origine du carbone stocké dans le sol ? Quelle proportion vient simplement de l'apport de carbone organique de la MO que l'on épand, et quelle proportion vient du CO2 atmosphérique ?",0,P6
709,727,bonnes fêtes de fin d'années Antoine je suis ravi de te retrouver tu me manquais,0,nothing
18,20,Galere d'avoir des poivrons en juillet août au nord 😊...,0,nothing
711,729,Arretez le parasitage du royaume animal! CA SUFFIT! La pollution de l'environnement et le changement climatique sont dus à plus de 80% à l'agriculture intense des animaux. Jusqu'ou la bete humaine veut-elle aller??????? que tout sera empoisonné?,1,nothing
1186,1213,Très intéressant. Mais ça serait bien si François laissait parler un peu les autres...,0,nothing
1170,1196,"Je ne suis pas agricultrice mais je plante des arbres, j'améliore mon terrain et le mets a disposition pour des moutons. Hélas les sangliers font des dégâts et je n'ai pas les moyens de clôturer...😡",0,P2
